,Number,Gender,NameSet,GivenName,Surname,StreetAddress,City,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,Birthday,Age,Occupation,Company,Vehicle,BloodType,Kilograms,FeetInches,CrimeType,Area,Crime by Area
3672,3673,male,American,Richard,Slaughter,1908 Charleton Ave,Hamilton,Ontario,L8N 3X3,Canada,JuanRSlaughter@fleckens.hu,905-517-0360,7/13/1983,39,Auto damage appraiser,National Lumber,1998 Peugeot Tulip,O+,93.8,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,35
3673,3674,female,American,Debbie,Williams,4124 Gateway Blvd,Edmonton,Alberta,T6H 1J5,Canada,TeresaJWilliams@gustr.com,780-989-7862,5/23/1988,34,Encoder,Kent's,2009 Ford Ranger,A-,52.8,"5' 4""",Break and Enter Commercial,South Granville,10
3674,3675,male,American,Joseph,Zinn,157 Park Ct,Tomahawk,Alberta,T0E 2H0,Canada,NorbertKZinn@dayrep.com,780-339-7436,3/14/1985,37,Recreation leader,Reliable Guidance,2009 Jeep Cherokee,O+,109.0,"6' 2""",Break and Enter Commercial,The West End,53
3675,3676,male,American,Charles,Blackburn,3890 Manitoba Street,North Bay,Ontario,P1B 8G4,Canada,BryanLBlackburn@superrito.com,705-471-7439,7/13/1978,44,Leasing consultant,Accord Investments,1999 Daihatsu Micros 3l,O+,93.1,"5' 11""",Break and Enter Commercial,South Vancouver,726
3676,3677,male,American,Bobbie,Knight,427 James Street,Mount Pleasant,Ontario,N0E 1K0,Canada,WalterLKnight@fleckens.hu,519-484-2490,1/30/1986,37,Power plant mechanic,Envirotecture Design Service,1996 Volkswagen Gol,A+,97.6,"5' 10""",Break and Enter Commercial,West Point Grey,47
3677,3678,female,American,Bryan,Payne,3412 Blind Bay Road,Salmon Arm,British Columbia,V0E 2T0,Canada,JessieTPayne@jourrapide.com,250-517-7816,04-02-1973,49,Clerk typist,First Choice Yard Help,2008 Volvo S60,A+,65.4,"5' 9""",Break and Enter Commercial,Kitsilano,5
3678,3679,male,American,Rudy,Wright,86 Lyons Avenue,Preston,Ontario,N3H 3M9,Canada,AndrewTWright@einrot.com,519-650-1223,9/21/1994,28,Business support assistant,Gas Depot,1996 Kia Sephia,O+,84.8,"6' 0""",Break and Enter Commercial,Oakville,229
3679,3680,male,American,Gary,Moore,166 Reserve St,Hastings,Ontario,K0L 1Y0,Canada,MichaelCMoore@einrot.com,705-696-3941,1/17/2004,19,Manpower development specialist,Baltimore Markets,2014 FIAT 500L,A+,84.7,"5' 5""",Break and Enter Commercial,Mount Pleasant,53
3680,3681,male,American,Christopher,McMeans,1955 43rd Avenue,Whitehorse,Yukon,Y1A 2A2,Canada,JosephFMcMeans@teleworm.us,867-667-1444,10-04-1996,26,Career counselor,Netcom Business Services,1992 Seat Toledo,O+,72.5,"5' 11""",Break and Enter Commercial,South Granville,41
3681,3682,male,American,Carter,Williams,2840 rue Levy,Montreal,Quebec,H3C 5K4,Canada,FredrickTWilliams@dayrep.com,514-926-1576,4/26/1981,41,Contract specialist,Brooks Fashions,1994 Fiat Cinquecento,A+,81.1,"5' 7""",Mischief,Mount Pleasant,229
3682,3683,male,American,Gary,Hewitt,873 rue Ontario Ouest,Montreal,Quebec,H2X 1Y8,Canada,ThomasNHewitt@gustr.com,514-280-0277,2/19/2000,23,Data entry keyer,Buena Vista Garden Maintenance,1994 Beijing BJ 2020,O+,91.0,"5' 7""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,645
3683,3684,male,American,Tamica,Steele,4484 Glen Long Avenue,Toronto,Ontario,M6B 1J8,Canada,RobertBSteele@armyspy.com,416-785-2880,10/17/1974,48,Gastroenterologist,Grade A Investment,2010 Chevrolet HHR,O+,89.0,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,645
3684,3685,male,American,Dorothy,Mikel,77 Saint-Denis Street,Montreal,Quebec,H9R 3J4,Canada,RobertSMikel@armyspy.com,514-697-6866,01-09-1985,38,Staffing manager,Alladin Realty,1996 Ford Mondeo,B-,110.1,"6' 2""",Mischief,Kitsilano,100
3685,3686,male,American,Erik,Franz,940 Bloor Street,Hardisty,Alberta,T0B 1V0,Canada,JeffreyBFranz@rhyta.com,780-888-0055,6/14/1986,36,Secondary school teacher,Peaches,1998 Ford Probe,O+,74.2,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),South Granville,193
3686,3687,male,American,James,Knapp,709 Islington Ave,Toronto,Ontario,M8V 3B6,Canada,AntonTKnapp@superrito.com,416-788-6330,02-10-1992,31,Radiologic nurse,Vibrant Man,2006 Nissan Armada,A+,110.9,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),West Point Grey,98
3687,3688,male,American,James,Cable,872 Robson St,Vancouver,British Columbia,V6B 3K9,Canada,ClaudeKCable@teleworm.us,604-608-2204,05-05-1997,25,Editor,Henry's Hamburgers,1994 Fiat 126,O+,105.5,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,645
3688,3689,male,American,Lester,Garland,3644 Merton Street,Toronto,Ontario,M1L 3K7,Canada,RobertSGarland@jourrapide.com,416-458-8468,7/27/2001,21,Yoga instructor,MVP Sports,2009 Cadillac CTS-V,O+,59.7,"5' 8""",Break and Enter Commercial,Grandview,10
3689,3690,female,American,Alvaro,Rivera,2184 Carling Avenue,Ottawa,Ontario,K1Z 7B5,Canada,MariaWRivera@rhyta.com,613-371-4818,08-01-2003,19,Museum director,Blue Boar Cafeterias,2003 Honda Insight,AB+,60.8,"5' 3""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,98
3690,3691,male,American,Daniel,Rosenthal,1478 Ross Street,Smiths Falls,Ontario,K7A 1C2,Canada,DonaldMRosenthal@gustr.com,613-206-4133,8/16/1973,49,Emergency care nurse,Video Concepts,2009 Lada 111,B+,100.9,"5' 9""",Mischief,Oakville,35
3691,3692,female,American,Arthur,Williams,2024 Bridgeport Rd,Milton,Ontario,L9T 1P4,Canada,ArlineKWilliams@armyspy.com,905-875-5156,1/29/1996,27,Welding machine operator,Liberty Wealth Planners,2010 Renault Twingo,O-,94.3,"5' 7""",Mischief,Latchford,787
3692,3693,male,American,Phyllis,Noble,2830 Hardy Street,Kelowna,British Columbia,V1Y 8H2,Canada,HowardLNoble@gustr.com,250-763-9892,1/21/1993,30,Community planner,Pay 'N Pak,2015 Lexus RC 350,O+,102.4,"6' 0""",Mischief,Latchford,5
3693,3694,female,American,Ivan,Cogdell,3705 chemin Hudson,Montreal,Quebec,H4J 1M9,Canada,DorisECogdell@rhyta.com,514-268-0012,05-09-1989,33,Botanist,Sistemos,2011 Hyundai Tucson,A+,75.3,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),Mount Pleasant,98
3694,3695,male,American,Martina,Jennings,2660 Manitoba Street,North Bay,Ontario,P1B 2Y8,Canada,KevinJJennings@cuvox.de,705-223-9912,03-02-1987,35,U.S. Secret Service agent,Megatronic Plus,2003 Honda CR-V,AB+,97.7,"6' 1""",Offence Against a Person,South Granville,645
3695,3696,female,American,Richard,Henderson,2810 Fallon Drive,Paisley,Ontario,N0G 2N0,Canada,EldaJHenderson@einrot.com,519-353-0879,02-02-1997,26,Billing clerk,Galaxy Man,2009 Jeep Wrangler,B+,58.9,"5' 3""",Vehicle Collision or Pedestrian Struck (with Injury),West Point Grey,229
3696,3697,female,American,Phillip,Weaver,981 Papineau Avenue,Montreal,Quebec,H2K 4J5,Canada,MercedesGWeaver@gustr.com,514-880-2707,07-02-1998,24,Motion picture projectionist,Envirotecture Design,1996 Mercury Grand Marquis,O+,71.6,"5' 6""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,8
3697,3698,male,American,Ann,Manjarrez,2200 9th Ave,Lethbridge,Alberta,T1J 2J7,Canada,DavidJManjarrez@jourrapide.com,403-329-4401,11/27/1986,36,Orderlie,Envirotecture Design Service,2008 Hyundai H100,O+,98.6,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,47
3698,3699,female,American,John,Whitcomb,1928 Township Rd,Leduc,Alberta,T9E 2W9,Canada,JoyceTWhitcomb@cuvox.de,780-986-6314,02-11-1991,32,Textile knitting and weaving machine tender,Avant Garde Appraisal,2004 Mazda B3000,B+,66.9,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,53
3699,3700,female,American,Leroy,Waldron,492 Nootka Street,Vancouver,British Columbia,V5M 3M5,Canada,AmyMWaldron@einrot.com,778-229-0557,06-04-1989,33,Immunology technologist,Albers Super Markets,1997 Ford F-150,O+,98.5,"5' 5""",Vehicle Collision or Pedestrian Struck (with Injury),Central,41
3700,3701,female,American,Louise,Wilson,2350 Lynden Road,Queensville,Ontario,L0G 1R0,Canada,RuthWWilson@rhyta.com,905-478-4960,02-09-1984,39,Employer relations representative,Your Future Is Now,1998 Mazda Sentia,O+,71.1,"5' 1""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,35
3701,3702,female,American,Jeff,Imes,4456 Hamilton Street,Eastend,Saskatchewan,S4P 3Y2,Canada,ShanaeDImes@gustr.com,306-295-4913,5/17/2001,21,Financial aid director,Omni Tech Solutions,2010 Honda Stream,O+,90.1,"5' 7""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,845
3702,3703,female,American,Goldie,Richardson,2460 Brew Creek Rd,Woss,British Columbia,V0N 3P0,Canada,DoraHRichardson@teleworm.us,250-281-5226,5/18/1985,37,Radio and telecommunications equipment installer,GEX,1996 Fiat Tempra,O+,49.7,"5' 9""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,7
3703,3704,female,American,Jason,Callahan,2920 Adelaide St,Toronto,Ontario,M5H 1P6,Canada,EmmaDCallahan@einrot.com,416-366-1740,6/15/2002,20,Physical therapist assistant,W. Bell & Co.,2011 Suzuki Grand Vitara,B+,68.4,"5' 0""",Other Theft,Mount Pleasant,100
3704,3705,male,American,Irene,Weitz,2897 Heritage Drive,Calgary,Alberta,T2V 2W2,Canada,MarkJWeitz@teleworm.us,403-259-0616,8/25/2000,22,Personnel coordinator,PriceRite Warehouse Club,2010 Dodge Nitro,O+,72.5,"5' 11""",Offence Against a Person,Central,13
3705,3706,male,American,Luis,Blount,4617 Coldstream Avenue,Vernon,British Columbia,V1T 6N1,Canada,PedroKBlount@einrot.com,250-550-7846,11-03-1989,33,Analytical chemist,Happy Bear Investment,1993 Jaguar 220,O+,93.8,"6' 1""",Other Theft,Oakville,229
3706,3707,female,American,Michelle,Boshears,1959 Halsey Avenue,Toronto,Ontario,M3B 2W6,Canada,CarolynMBoshears@einrot.com,416-445-6233,3/29/1975,47,"Extruding, forming, pressing, and compacting machine tender",Zantigo,2002 Mercedes-Benz C,A+,96.1,"5' 1""",Break and Enter Residential/Other,The West End,645
3707,3708,male,American,Paula,Young,2900 Jade St,Dragon Lake,British Columbia,V7J 4L2,Canada,JamesCYoung@jourrapide.com,250-747-3412,08-06-2001,21,Control and valve repairer,Castle Realty,1997 Cadillac Seville,O-,96.5,"5' 6""",Break and Enter Residential/Other,West Point Grey,229
3708,3709,female,American,John,Tooley,4705 Tanner Street,Vancouver,British Columbia,V5R 2T4,Canada,MargaretHTooley@superrito.com,604-789-0483,05-06-2000,22,Manufacturers,Plan Future,1993 Lancia Thema,A+,58.3,"5' 9""",Other Theft,South Vancouver,100
3709,3710,male,American,Thomas,Barnes,4453 184th Street,Edmonton,Alberta,T5J 2R4,Canada,EmilioCBarnes@dayrep.com,780-289-0141,5/29/1973,49,Undertaker,Club Wholesale,2005 Lancia Ypsilon,A+,104.2,"6' 1""",Other Theft,Mount Pleasant,2198
3710,3711,male,American,Gregory,Haggerty,1505 Paris St,Garson,Ontario,P3L 1C9,Canada,ErnestIHaggerty@armyspy.com,705-693-5100,2/19/1975,48,Office and administrative support worker manager,Klopfenstein's,2009 Hyundai Terracan,O-,81.9,"5' 6""",Mischief,South Vancouver,845
3711,3712,male,American,Fredrick,Gaylor,3545 George Street,Peterborough,Ontario,K9H 2L1,Canada,DavidNGaylor@jourrapide.com,705-876-5868,02-09-1994,29,Training assistant,Modern Realty,2000 Fiat Multipla,A-,68.2,"6' 0""",Other Theft,Kitsilano,845
3712,3713,male,American,Lester,Lewis,968 Sheppard Ave,Toronto,Ontario,M1S 1T4,Canada,GuadalupeGLewis@armyspy.com,647-684-3235,09-06-1988,34,Army,Afforda Merchant Services,2006 Fiat Panda,O+,95.7,"5' 9""",Offence Against a Person,South Vancouver,726
3713,3714,female,American,Mario,Blackshear,1452 Scotchmere Dr,Goderich,Ontario,N7A 1C9,Canada,SolRBlackshear@einrot.com,519-525-3442,11-10-1992,30,Credit clerk,Simple Solutions,1998 Volvo S80,O+,99.3,"5' 3""",Offence Against a Person,South Granville,193
3714,3715,male,American,Cathy,Lott,2877 Reserve St,Gilmour,Ontario,K0L 1W0,Canada,CliffordVLott@einrot.com,613-474-8545,1/20/1990,33,Travel adviser,Nedick's,1999 Hyundai Dynasty,B+,102.9,"6' 2""",Offence Against a Person,Mount Pleasant,10
3715,3716,male,American,Heike,Ray,3608 Lauzon Parkway,Windsor,Ontario,N8Y 4V1,Canada,WilliamSRay@superrito.com,519-982-3782,9/16/1999,23,Employment specialist,Liberty Wealth Planners,1997 Mazda 121,O+,105.4,"6' 2""",Other Theft,Latchford,53
3716,3717,female,American,Margaret,Hardin,3313 Duke Street,Montreal,Quebec,H3C 5K4,Canada,JoanWHardin@jourrapide.com,514-231-8794,5/19/1980,42,Human resources generalist,Golden's Distributors,1996 Alfa Romeo 164,B+,57.5,"5' 3""",Theft from Vehicle,South Vancouver,2198
3717,3718,female,American,Julie,Pineda,4648 Quayside Dr,New Westminster,British Columbia,V3M 6A1,Canada,AllenAPineda@superrito.com,778-238-2620,10-03-1986,36,Machine feeder,Naugles,2007 Nissan Armada,A-,87.5,"5' 5""",Break and Enter Residential/Other,South Granville,8
3718,3719,male,American,Rickie,Lee,4809 Carling Avenue,Ottawa,Ontario,K1Z 7B5,Canada,RonaldALee@cuvox.de,613-850-9308,07-11-2002,20,Crop scientist,Dee's Drive-In,2003 Jaguar R Coupe,O+,60.1,"6' 2""",Theft from Vehicle,Central,33
3719,3720,male,American,Charity,Hernandez,1572 Smith Avenue,Hamilton,Ontario,L9H 1E6,Canada,NeilJHernandez@cuvox.de,905-906-1113,8/22/2003,19,Foundry mold and coremaker,Price Savers,2010 Honda Odyssey,O+,68.5,"5' 10""",Break and Enter Commercial,South Vancouver,47
3720,3721,female,American,Shannon,Mitchell,1225 Eglinton Avenue,Toronto,Ontario,M4P 1A6,Canada,PamelaTMitchell@dayrep.com,647-408-2258,9/26/2003,19,Labor relations director,Stratagee,1995 Mazda 626,O+,58.7,"5' 3""",Break and Enter Commercial,The West End,53
3721,3722,male,American,Dorothy,Lewandowski,2846 MacLaren Street,Ottawa,Ontario,K1P 5M7,Canada,EddieVLewandowski@superrito.com,613-368-7246,8/18/2003,19,"Painting, coating, and decorating worker",Huffman and Boyle,2004 Fiat Multipla,A-,99.5,"5' 7""",Theft from Vehicle,Grandview,645
3722,3723,female,American,Antonio,Savage,2355 Hastings Street,Vancouver,British Columbia,V6C 1B4,Canada,GailJSavage@armyspy.com,604-618-9835,5/19/1990,32,Osteopathic physician,E.J. Korvette,1998 Citroen Xsara,A+,71.4,"5' 1""",Theft from Vehicle,Latchford,8
3723,3724,male,American,William,Swanson,1869 Eglinton Avenue,Toronto,Ontario,M4P 1A6,Canada,DerekMSwanson@cuvox.de,416-908-6575,11/18/1992,30,Merchandise distributor,Body Toning,2007 Toyota Fortuner,O+,67.0,"5' 8""",Offence Against a Person,Oakville,229
3724,3725,female,American,Michael,Fox,4723 St. John Street,Denare Beach,Saskatchewan,S4P 3Y2,Canada,JaclynRFox@teleworm.us,306-362-7573,9/29/2000,22,Hand compositor,Madcats Music & Books,1994 GMC Typhoon,B+,88.3,"5' 6""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,726
3725,3726,female,American,Scott,Benavides,1944 Carling Avenue,Ottawa,Ontario,K1Z 7B5,Canada,DorothySBenavides@superrito.com,613-866-3275,04-03-1999,23,Housekeeping cleaner,Lawn N' Order Garden Care,2001 Infiniti QX4,B+,70.8,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,33
3726,3727,female,American,Fred,Ruiz,4565 Robson St,Vancouver,British Columbia,V6B 3K9,Canada,LorettaJRuiz@fleckens.hu,604-681-4623,02-09-1988,35,Meat cutter,Lechters Housewares,2000 Audi A4,B+,56.6,"5' 3""",Vehicle Collision or Pedestrian Struck (with Injury),Mount Pleasant,100
3727,3728,male,American,Ray,Countess,2738 rue des Églises Est,Evain,Quebec,J0Z 1Y0,Canada,RonaldMCountess@gustr.com,819-768-1144,3/20/2002,20,Diesel mechanic,Blockbuster Music,2006 Alfa Romeo 156,O+,91.4,"5' 5""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,100
3728,3729,male,American,Jonathan,Mason,2560 Boulevard Laflèche,Montmagny,Quebec,G5V 3J2,Canada,RafaelDMason@jourrapide.com,418-252-3280,3/29/2003,19,Composing machine operator,Borders Books,2006 Pontiac SV 6,A+,54.1,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,5
3729,3730,female,American,Gregory,Roehl,3028 Victoria Park Ave,Toronto,Ontario,M2J 3T7,Canada,JuneERoehl@cuvox.de,416-753-3256,05-06-1999,23,Librarian,Superior Appraisals,1996 Renault Fifties,B+,95.3,"5' 5""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,5
3730,3731,male,American,Rudy,Young,2799 Hyde Park Road,London,Ontario,N6E 1A9,Canada,ClintMYoung@cuvox.de,519-691-7920,12/31/1995,27,Health care administrator,Rose Records,2014 Volkswagen Jetta SportWagen,B+,97.0,"6' 3""",Mischief,Oakville,229
3731,3732,female,American,John,Murphy,807 Bayfield St,Barrie,Ontario,L4M 4S8,Canada,MargaretJMurphy@armyspy.com,705-796-6281,09-09-1976,46,Correctional officer,Affinity Investment Group,2005 Ferrari 612,A+,90.1,"5' 5""",Mischief,South Granville,35
3732,3733,female,American,Marilyn,Harris,615 Carlson Road,Prince George,British Columbia,V2L 5E5,Canada,SimonaWHarris@rhyta.com,250-612-0133,11-04-1994,28,Procurement technician,"10,000 Auto Parts",2007 Volkswagen Rabbit,O+,94.6,"5' 7""",Mischief,Latchford,2198
3733,3734,male,American,Kenneth,Brown,3043 Paris St,Sudbury,Ontario,P3E 4N2,Canada,MelvinDBrown@cuvox.de,705-626-2676,11-09-1982,40,Obstetrician,Flipside Records,2001 Volvo SCC,O+,87.4,"6' 2""",Mischief,South Granville,10
3734,3735,female,American,John,Hutchison,4825 Royal Avenue,New Westminster,British Columbia,V3L 5H1,Canada,ShelbyDHutchison@fleckens.hu,778-859-5069,02-11-2001,22,Cost accountant,Kragen Auto Parts,2003 Mahindra Scorpio,O+,80.5,"5' 3""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,8
3735,3736,female,American,Jordan,Escobar,1756 Weston Rd,Toronto,Ontario,M9N 1G4,Canada,RoseMEscobar@armyspy.com,416-455-9054,02-02-1982,41,Set and exhibit designer,Two Pesos,1994 Chevrolet Astro,A+,56.6,"5' 9""",Offence Against a Person,The West End,10
3736,3737,male,American,Helen,Rivera,4228 Weston Rd,Toronto,Ontario,M9N 1G4,Canada,EmilGRivera@rhyta.com,416-245-1126,10/21/1998,24,Milling and planing machine tender,Mighty Casey's,1998 Ford F-150,B+,97.8,"6' 0""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,7
3737,3738,male,American,Luis,Battin,2445 Ontario St,St Catharines,Ontario,L2N 1S8,Canada,StephenEBattin@rhyta.com,905-359-7812,9/13/1984,38,Silversmith,Maloley's Finer Foods,2006 Jeep Cherokee,O+,73.3,"5' 11""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,9
3738,3739,female,American,Jaime,Smith,2976 Rose Street,Regina,Saskatchewan,S4P 3Y2,Canada,TracyJSmith@jourrapide.com,306-787-5117,10-12-2001,21,Job analysis manager,Egghead Software,2011 Kia Sorento,O+,48.0,"5' 2""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,53
3739,3740,male,American,Helen,Mitchell,1633 Quayside Dr,New Westminster,British Columbia,V3M 6A1,Canada,JeremyLMitchell@fleckens.hu,604-306-5843,10-09-1984,38,Secretarial assistant,O.K. Fairbanks,2015 Toyota Highlander,O+,74.9,"5' 7""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,98
3740,3741,male,American,Frank,Keeler,2100 rue Saint-Charles,Longueuil,Quebec,J4H 1M3,Canada,BruceCKeeler@gustr.com,450-928-4887,4/16/2001,21,Mechanical inspector,Gamma Realty,2010 Hyundai Veracruz,A+,62.5,"5' 11""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,98
3741,3742,male,American,Steve,Daley,3115 rue Garneau,Quebec,Quebec,G1V 3V5,Canada,GeorgeIDaley@einrot.com,418-455-1939,07-06-1983,39,Estimator project manager,Pomeroy's,2005 Saleen S7,AB+,66.6,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),South Granville,645
3742,3743,male,American,Reynalda,Parker,596 Richford Road,Notre Dame De Stanbridge,Quebec,J0J 1M0,Canada,DanielCParker@superrito.com,450-296-6970,07-01-2003,19,Life skill counselor,AJ Bayless,1992 Porsche 968,O+,58.7,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),Mount Pleasant,845
3743,3744,female,American,Lynn,Young,3165 Tycos Dr,Toronto,Ontario,M5T 1T4,Canada,LauraJYoung@armyspy.com,416-353-8348,9/29/1988,34,Teller,Beasts of Beauty,2009 Dodge Durango,AB+,90.3,"5' 1""",Break and Enter Residential/Other,Mount Pleasant,47
3744,3745,female,American,Arron,Martinez,1551 Yonge Street,Toronto,Ontario,M4W 1J7,Canada,DorothyPMartinez@armyspy.com,416-618-0459,12-11-2003,19,Voice writer,On Cue,2010 BMW 330,O+,76.7,"5' 8""",Break and Enter Residential/Other,Grandview,100
3745,3746,male,American,Francis,Ruiz,1164 Shaughnessy St,Port Coquitlam,British Columbia,V3C 4S7,Canada,BenjaminMRuiz@gustr.com,604-468-6247,09-10-1982,40,Manufacturers,Pro Property Maintenance,1993 Ford Mondeo,O-,75.9,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),West Point Grey,8
3746,3747,male,American,Christopher,Ritter,708 40th Street,Calgary,Alberta,T2M 0X4,Canada,MarkARitter@armyspy.com,403-338-1732,10/31/1974,48,Marble setter,Total Sources,2009 Land Rover Defender,A+,86.7,"6' 0""",Break and Enter Commercial,Oakville,5
3747,3748,male,American,Matthew,Alvarez,1106 184th Street,Edmonton,Alberta,T5J 2R4,Canada,JonathanDAlvarez@armyspy.com,780-915-3864,10/16/1972,50,Load dispatcher,Buena Vista Garden Maintenance,1997 Reliant Scimitar,B+,96.1,"5' 6""",Mischief,The West End,845
3748,3749,male,American,Candice,Black,4116 Bellwood Acres Rd,Dorset,Ontario,P0A 1E0,Canada,MichaelBBlack@cuvox.de,705-766-9759,7/23/1989,33,Electrical drafter,Henry's Hamburgers,2006 Toyota Celica,A+,66.5,"5' 9""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,100
